1000.000000

.000	1.000000
.000	0.998000
.000	0.994000
.000	0.987000
.000	0.975000
.000	0.959000
.000	0.939000
.000	0.916000
.000	0.892000
.000	0.865000
.000	0.835000
.000	0.802000
.000	0.766000
.000	0.727000
.000	0.685000
.000	0.640000
.000	0.592000
.000	0.542000
.000	0.497000
.000	0.456500
.000	0.420500
.000	0.387700
.000	0.358200
.000	0.331700
.000	0.307800
.000	0.286300
.000	0.267000
.000	0.249600
.000	0.232900
.000	0.218800
.000	0.204700
.000	0.190600
.000	0.176500
.000	0.162400
.000	0.148300
.000	0.134200
.000	0.120100
.000	0.106000
.000	0.091900
.000	0.077800
.000	0.065700
.000	0.056800
.000	0.048600
.000	0.040900
.000	0.033700
.000	0.027100
.000	0.020900
.000	0.015100
.000	0.009700
.000	0.004700
.000	0.000000






















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































